,Status,Entity_Name,Current_Stage,Region,Regional_Company,Incorporated_Company,Project_Level,Format_1,Format_2,Investment,Project_Obtain,Total_Investment,WFCZ_Amount,QYRZ_Amount,ZFCZ_Amount,XMRZ_Amount,QTZJLY_Amount,WS_HTGM,WS_JQGM,WS_JQZTGM,WS_JQTZ,WS_XYSJ,GS_HTGM,GS_JQGM,GS_JQZTGM,GS_JQTZ,GS_YJGDGQBL,GS_XYSJ,GW_HTGM,GW_JQGM,GW_JQZTGM,GW_JQTZ,GW_KYXFWF,GW_JCQYFWFDJ,GW_YWFWFDJ,WN_HTGM,WN_JQGM,WN_JQZTGM,WN_JQTZ,WN_XYNJ,ZSS_HTGM,ZSS_JQGM,ZSS_JQZTGM,ZSS_JQTZ,ZSS_XYSJ,Other_GM,Clue,Time_YXXSJH,Time_LXJH,Time_FACHJH,Time_TBJH,Time_ZSPSJH,Time_HTQYJH,Time_YXXSSJWC,Time_LXSJWC,Time_FACHSJWC,Time_TBSJWC,Time_ZSPSSJWC,Time_HTQYSJWC,TZZT,TZZT_Description,Increment_Type,LHTQTR,ZCZBJBL,Total_CGB,QTZ,XMZYZJ,YN_JJTZ,HHJJ_CGBL,BEWG_CGBL,Time_ZB,Time_QY,Amount_TZ_Q1,Amount_TZ_Q2,Amount_TZ_Q3,Amount_TZ_Q4,Amount_TZ_Total,YJJNZCZBJ_M1,YJJNZCZBJ_M2,YJJNZCZBJ_M3,YJJNZCZBJ_M4,YJJNZCZBJ_M5,YJJNZCZBJ_M6,YJJNZCZBJ_M7,YJJNZCZBJ_M8,YJJNZCZBJ_M9,YJJNZCZBJ_M10,YJJNZCZBJ_M11,YJJNZCZBJ_M12,YJJNZCZBJ_Total,ZRKZFJH_M1,ZRKZFJH_M2,ZRKZFJH_M3,ZRKZFJH_M4,ZRKZFJH_M5,ZRKZFJH_M6,ZRKZFJH_M7,ZRKZFJH_M8,ZRKZFJH_M9,ZRKZFJH_M10,ZRKZFJH_M11,ZRKZFJH_M12,ZRKZFJH_Total,Amount_BZJ,ZFZTDW,Time_YJZF,Time_YJHS,Amount_CZKS_Total,JSQFKKS_Q1,JSQFKKS_Q2,JSQFKKS_Q3,JSQFKKS_Q4,JSQFKKS_Total,JSQFKZJLY_TotalAmount,JSQFKZJLY_WFCZ,JSQFKZJLY_QYRZ,JSQFKZJLY_ZFCZ,JSQFKZJLY_XMJK,JSQFKZJLY_QT,GZKZJLY_TotalAmount,GZKZJLY_WFCZ,GZKZJLY_QYRZ,GZKZJLY_ZFCZ,GZKZJLY_XMJK,GZKZJLY_QT,Time_GCKG,Time_WGYS,Time_ZSY,Amount_TPNKXMZTZ,Amount_YLFZB,TXJYQ,HTBDGM,Price_DS,Cost_DS,Amount_QTFDS_Revenue,Amount_QTFDS_Cost,Projects_Launched_Year,Entity_Investment,TXKZJLY_TotalAmount,TXKZJLY_WFCZ,TXKZJLY_QYRZ,TXKZJLY_ZFCZ,TXKZJLY_XMJK,TXKZJLY_QT,BG_Amount,YN_ZRQHPT,YN_QZC,WN_HTSR,GLHT_DWQC,GLHT_CGBL,Heavy_Asset_Investment_Model,Classification_of_Heavy_Assets,Light_Asset_Investment_Model,Light_Asset_Business_Model,Secondary_Service_Model,Secondary_Product_Model,Model_Description,Construction_Type,RENEWAL,CON_SIZE,REC_SIZE,ROE,ANN_CONT_REV,OPE_PERIOD,PRP_SOURCE,Year,Scenario
424,否,大冶大箕铺镇生活污水处理厂二期委托运营项目,3方案策划,东部大区,北京建工环境,,C,污水,",,市政污水处理",,执行中,2,,,,,,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,XS2023112200584,2023-12-04 00:00:00,2024-02-28 00:00:00,2025-06-20 00:00:00,2024-11-18 00:00:00,2025-11-18 00:00:00,2025-12-08 00:00:00,2023-12-04 00:00:00,,,,,,,,非投标增量,,,,7.5,8.5,,,,,2025-12-08 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,否,YXXS2023112200584,,,,,,,,,是,,,,,,OM,服务,委托运营,,大箕铺镇生活污水处理厂二期扩建工程项目 4 万 m3 /d 委托运营服务,,,,,,,5,,2023,Q3
425,否,大冶高新区管网委托运营项目,3方案策划,东部大区,北京建工环境,,C,排水管网,",,",,执行中,0,,,,,,,,,,,,,,,,,52.6,52.6,,,,,,,,,,,,,,,,,XS2023112200594,2023-11-25 00:00:00,2023-12-08 00:00:00,2023-12-12 00:00:00,2024-05-06 00:00:00,2024-11-12 00:00:00,2024-12-26 00:00:00,2023-12-04 00:00:00,,,,,,,,非投标增量,,,,7.5,8.5,,,,,2024-12-26 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,否,YXXS2023112200594,,,,,,,,,是,,,,,,OM,服务,委托运营,,大冶高新区运营的存量污水厂项目，进一步策划实施大冶高新区污水管网委托运营项目,,,,,,,5,,2023,Q3
426,否,安徽省淮北市相山区淮北相山区第二污水处理厂,3方案策划,东部大区,苏皖业务区,,C,污水,",,工业污水处理",,执行中,0,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,XS2023112200595,2023-11-01 00:00:00,2024-12-01 00:00:00,2024-12-17 00:00:00,2024-12-18 00:00:00,2024-12-20 00:00:00,2024-12-31 00:00:00,2023-11-29 00:00:00,,,2024-12-24 00:00:00,,,,,投标增量,,,,20,20,,,,2024-12-24 00:00:00,2024-12-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,否,YXXS2023112200595,,,,,,,,,是,,,,,,OM,服务,委托运营,,,,,,,,,5,,2023,Q3
427,否,佛冈县城污水处理厂改造扩容工程,3方案策划,南部大区,广佛区域公司,,C,污水,",,市政污水处理",,执行中,0,,,,,,5.5,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,XS2023112300604,2023-12-01 00:00:00,2024-09-01 00:00:00,2024-12-15 00:00:00,2025-04-01 00:00:00,2025-07-05 00:00:00,2025-08-05 00:00:00,2023-12-01 00:00:00,,,2025-05-30 00:00:00,,,,,投标增量,,,,0,0,,,,2025-05-30 00:00:00,2025-08-05 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,北控水务（中国）投资有限公司,2025-05-20 00:00:00,,,,,,,,,,,,,,,,,,,,2025-08-15 00:00:00,2026-08-14 00:00:00,2026-09-30 00:00:00,,,,,,,,,否,YXXS2023112300604,,,,,,,,,是,,,,,,EPCO,产品,,环保装备,,,,,,,,,,2023,Q3
428,否,湖南省长沙市浏阳市镇头污水处理厂扩建项目,1市场阶段,南部大区,长沙区域公司,,C,其他,",,",,执行中,0.1,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,预计装备销售合同1000万元,XS2023112300605,,2024-12-31 00:00:00,2025-03-31 00:00:00,,2025-05-31 00:00:00,2025-06-30 00:00:00,2024-05-30 16:56:18,,,,,,,,,,,,0,0,,,,,2025-06-30 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,否,YXXS2023112300605,,,,,,,,,是,,,,,,其他,产品,,环保装备,,,,,,,,0,,2023,Q3
429,否,石龙厂原位扩容（装备供应）项目,3方案策划,南部大区,莞惠区域公司,,C,污水,",,市政污水处理",,执行中,0,,,,,,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,XS2023112300614,2023-12-01 00:00:00,2025-10-20 00:00:00,2026-01-08 00:00:00,2026-03-27 00:00:00,2026-04-30 00:00:00,2026-05-15 00:00:00,2023-12-01 00:00:00,,,2026-03-31 00:00:00,,,,,投标增量,,,,0,0,,,,2026-03-31 00:00:00,2026-05-15 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,否,YXXS2023112300614,,,,,,,,,是,,,,,,OM,产品,,环保装备,,,,,,,,8,,2023,Q3
430,否,山西省运城市垣曲污水处理厂委托运营项目,3方案策划,东部大区,晋临区域公司,,C,污水,",,市政污水处理",,执行中,0,,,,,,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,XS2023112300616,2023-11-28 00:00:00,2024-11-22 00:00:00,2025-01-23 00:00:00,2025-03-28 00:00:00,2025-04-30 00:00:00,2025-05-28 00:00:00,2023-11-28 00:00:00,,,2025-03-28 00:00:00,,,,,投标增量,,,,0,0,,,,2025-03-28 00:00:00,2025-05-28 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,否,YXXS2023112300616,,,,,,,,,是,,,,,,OM,服务,委托运营,,,,,,,,,5,,2023,Q3
431,否,惠州仲恺三和、西坑、广和三厂委托运营,2立项策划,南部大区,莞惠区域公司,,C,污水,",,市政污水处理, 市政污水处理",,执行中,0,,,,,,7.5,7.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,无,,2023-06-30 00:00:00,2024-06-30 00:00:00,2024-08-31 00:00:00,2024-10-31 00:00:00,2024-12-01 00:00:00,2024-12-31 00:00:00,2023-11-01 00:00:00,,,2024-11-29 00:00:00,,,,,投标增量,,,,0,0,,,,2024-11-29 00:00:00,2024-12-31 00:00:00,5.6,5.6,5.6,5.6,22.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,否,YXCSH2023306,,,,,,,,,是,,,,OM,,OM,服务,委托运营,,我司与仲恺城发集团计划成立运营管理平台公司，在项目建设阶段提供技术优化、技术审核等方案，提供过程支持，并在建成后提供运维服务，股权比例需要高层对接后确定。,,,,,,,3,,2023,Q3
432,否,双牌县污水处理厂扩容提标（工业集中区污水处理）项目（TOT）,2立项策划,南部大区,永州区域公司,,C,污水,",,工业污水处理",,执行中,0.5,,,,,,1,1,1,,,0,0,0,,,,0,0,,,,,,0,0,0,,,0,0,,,,0,,2023-11-01 00:00:00,2023-12-31 00:00:00,2025-04-01 00:00:00,2025-06-01 00:00:00,2025-08-01 00:00:00,2025-09-01 00:00:00,2023-11-01 00:00:00,,,2025-06-01 00:00:00,,,,,投标增量,,,,0,0,,,,2025-06-01 00:00:00,2025-09-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,无,2024-10-16 00:00:00,,,,,,,,,,,,,,,,,,,,2022-06-01 00:00:00,2024-06-01 00:00:00,2024-07-01 00:00:00,,,,,,,,,否,YXCSH2023302,,,,,,,,,否,,,,TOT,2类-存带增,OM,服务,委托运营,,,,,,,,,8,,2023,Q3
433,否,角山厂外管网泵站运维项目 (OM),2立项策划,南部大区,永州区域公司,,C,排水管网,",,",,执行中,0,,,,,,0,0,0,,,0,0,0,,,,15,15,,,,,,0,0,0,,,0,0,,,,0,,2023-11-01 00:00:00,2024-11-01 00:00:00,2025-02-11 00:00:00,2025-03-25 00:00:00,2025-05-25 00:00:00,2025-06-30 00:00:00,2023-11-01 00:00:00,,,2025-03-25 00:00:00,,,,,投标增量,,,,0,0,,,,2025-03-25 00:00:00,2025-06-30 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,否,YXCSH2023301,,,,,,,,,是,,,,OM,,OM,服务,委托运营,,委托运营项目,,,,,,,3,,2023,Q3
434,否,山东省潍坊市滨海区中央城区城镇污水处理厂项目,3方案策划,东部大区,潍坊区域公司,,C,污水,",,市政污水处理",,执行中,0,,,,,,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,XS2023112700647,2023-12-04 00:00:00,2024-03-15 00:00:00,2024-04-25 00:00:00,2024-05-30 00:00:00,2024-06-20 00:00:00,2024-07-19 00:00:00,2023-12-04 00:00:00,,,,,,,,投标增量,,,,0,0,,,,,2024-07-19 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,否,YXXS2023112700647,,,,,,,,,是,,,,,,OM,服务,委托运营,,,,,,,,,5,,2023,Q3
435,否,南京禄口国际机场污水处理厂委托运营项目,2立项策划,东部大区,苏皖业务区,,C,污水,",,市政污水处理",,执行中,0,,,,,,0.5,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,XS2023112800665,2023-12-01 00:00:00,2024-10-01 00:00:00,2024-10-31 00:00:00,2024-11-15 00:00:00,2024-11-30 00:00:00,2024-12-31 00:00:00,2023-11-30 00:00:00,,,,,,,,投标增量,,,,8,6.9,,,,,2024-12-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,北控水务（中国）投资有限公司,2024-02-10 00:00:00,,,,,,,,,,,,,,,,,,,,2024-04-20 00:00:00,2024-10-20 00:00:00,2024-11-20 00:00:00,,,,,,,,,否,YXXS2023112800665,,,,,,,,,是,,,,,,OM,服务,委托运营,,,,,,,,,3,,2023,Q3
436,否,长治市滨湖区污水处理及回用工程,3方案策划,东部大区,晋临区域公司,,C,污水,",,市政污水处理",,执行中,0,,,,,,8,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,XS2023112800666,2023-11-28 00:00:00,2025-02-03 00:00:00,2025-04-25 00:00:00,2025-06-05 00:00:00,2025-06-27 00:00:00,2025-07-10 00:00:00,2023-11-29 00:00:00,,,2025-06-05 00:00:00,,,,,投标增量,,,,0,0,,,,2025-06-05 00:00:00,2025-07-10 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,否,YXXS2023112800666,,,,,,,,,是,,,,,,其他,服务,委托运营,,,,,,,,,3,,2023,Q3
437,否,长治市上党区主城区污水处理厂扩容搬迁工程,3方案策划,东部大区,晋临区域公司,,C,污水,",,市政污水处理",,执行中,0,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,XS2023112800667,2023-11-29 00:00:00,2024-11-22 00:00:00,2024-12-12 00:00:00,2025-03-13 00:00:00,2025-03-28 00:00:00,2025-04-10 00:00:00,2023-11-29 00:00:00,,,2025-03-13 00:00:00,,,,,投标增量,,,,0,0,,,,2025-03-13 00:00:00,2025-04-10 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,否,YXXS2023112800667,,,,,,,,,是,,,,,,OM,服务,委托运营,,,,,,,,,3,,2023,Q3
438,否,山西省朔州市怀仁市污水处理项目,3方案策划,东部大区,太原区域公司,,C,污水,",,市政污水处理",,执行中,0,,,,,,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,XS2023112800672,2024-02-22 00:00:00,2024-12-19 00:00:00,2025-02-27 00:00:00,2025-05-14 00:00:00,2025-07-17 00:00:00,2025-09-02 00:00:00,2024-02-22 00:00:00,,,2025-05-14 00:00:00,,,,,投标增量,,,,0,0,,,,2025-05-14 00:00:00,2025-09-02 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,北控水务（中国）投资有限公司,2024-11-14 00:00:00,,,,,,,,,,,,,,,,,,,,2025-03-04 00:00:00,2025-12-11 00:00:00,2025-12-24 00:00:00,,,,,,,,,否,YXXS2023112800672,,,,,,,,,是,,,,,,OM,服务,委托运营,,,,,,,,,3,,2023,Q3
439,否,红山污水处理项目,3方案策划,东部大区,洛阳区域公司,,C,污水,",,市政污水处理",,执行中,0,,,,,,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,XS2023112900673,2023-12-05 00:00:00,2024-04-20 00:00:00,2024-05-20 00:00:00,2024-07-20 00:00:00,2024-08-15 00:00:00,2024-08-30 00:00:00,2023-12-05 00:00:00,,,,,,,,投标增量,,,,0,0,,,,,2024-08-30 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,否,YXXS2023112900673,,,,,,,,,是,,,,,,OM,服务,委托运营,,委托运营模式 ，年度净利润200万元/年,,,,,,,6,,2023,Q3
440,否,新建辛店污水处理项目,3方案策划,东部大区,洛阳区域公司,,C,污水,",,市政污水处理",,执行中,0,,,,,,6,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,XS2023112900674,2023-12-05 00:00:00,2024-08-31 00:00:00,2024-09-30 00:00:00,2024-11-30 00:00:00,2024-12-31 00:00:00,2025-02-13 00:00:00,2023-12-05 00:00:00,,,2024-11-30 00:00:00,,,,,投标增量,,,,0,0,,,,2024-11-30 00:00:00,2025-02-13 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,否,YXXS2023112900674,,,,,,,,,是,,,,,,OM,服务,委托运营,,,,,,,,,6,,2023,Q3
441,否,洪洞经济技术开发区第一、第二污水处理厂项目,1市场阶段,东部大区,晋临区域公司,,C,污水,",,市政污水处理",,执行中,0,,,,,,3.5,3.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,XS2023112900675,2023-11-29 00:00:00,2024-08-23 00:00:00,2024-11-14 00:00:00,2024-12-19 00:00:00,2025-01-09 00:00:00,2025-01-16 00:00:00,2023-11-29 00:00:00,,,2024-12-19 00:00:00,,,,,投标增量,,,,0,0,,,,2024-12-19 00:00:00,2025-01-16 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,否,YXXS2023112900675,,,,,,,,,是,,,,,,其他,服务,工程管理,,,,,,,,,1,,2023,Q3
442,否,汉川市高铁新区污水处理厂委托运营项目,3方案策划,东部大区,北京建工环境,,C,污水,",,市政污水处理",,执行中,1.2,,,,,,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,3,XS2023121400719,2023-12-25 00:00:00,2024-09-20 00:00:00,2024-10-15 00:00:00,2024-10-30 00:00:00,2025-03-10 00:00:00,2025-03-28 00:00:00,2023-12-15 00:00:00,,,,,,,,非投标增量,,,,8,9,,,,,2025-03-28 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,否,YXXS2023121400719,,,,,,,,,是,,,,,,OM,服务,委托运营,,,,,,,,,5,,2023,Q3
443,否,山东省淄博市淄川区范阳河污水厂配套湿地项目,3方案策划,东部大区,聊城区域公司,,C,污水,",,市政污水处理",,执行中,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XS2023121600722,2023-12-21 00:00:00,,,,,,2023-12-21 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YXXS2023121600722,,,,,,,,,是,,,,,,,,,,,,,,,,,,,2023,Q3
444,否,山东省淄博市临淄区齐都及齐城污水厂项目,3方案策划,东部大区,聊城区域公司,,C,污水,",,市政污水处理",,执行中,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XS2023121600723,2023-12-21 00:00:00,,,,,,2023-12-21 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YXXS2023121600723,,,,,,,,,是,,,,,,,,,,,,,,,,,,,2023,Q3
445,否,医化工业污水处理厂委托运营项目,1市场阶段,东部大区,台州区域公司,,C,污水,",,工业污水处理",,执行中,0,,,,,,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,XS2023122000724,2023-12-22 00:00:00,2024-09-02 00:00:00,2024-09-30 00:00:00,2024-10-28 00:00:00,2024-11-15 00:00:00,2024-12-20 00:00:00,2023-12-22 00:00:00,,,,,,,,投标增量,,,,0,0,,,,,2024-12-20 00:00:00,7,7,8,8,30,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,否,YXXS2023122000724,,,,,,,,,是,,,,,,OM,服务,委托运营,,,,,,,,,5,,2023,Q3
446,否,陕西省咸阳市泾阳县引汉济渭泾阳售水区云阳水厂项目,3方案策划,东部大区,西安区域公司,,C,供水,"制水,,",,执行中,0,,,,,,,,,,,5,2,0,,,,,,,,,,,,,,,,,,,,,,XS2023122000725,2023-12-27 00:00:00,2024-07-28 00:00:00,2024-08-28 00:00:00,2024-09-30 00:00:00,2024-11-25 00:00:00,2024-12-30 00:00:00,2023-12-27 00:00:00,,,2024-10-15 00:00:00,,,,,投标增量,,,,0,0,,,,2024-10-15 00:00:00,2024-12-30 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,是,YXXS2023122000725,,,,,,,,,是,,,,,,EPCO,服务,委托运营,,,,,,,,,3,,2023,Q3
447,否,安徽固镇经济开发区污水处理厂五期及尾水生态净化项目,2立项策划,东部大区,苏皖业务区,,C,污水,",,市政污水处理",,执行中,0,,,,,,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,XS2023122000729,2023-12-26 00:00:00,2024-08-31 00:00:00,2024-09-09 00:00:00,2024-11-01 00:00:00,2024-12-20 00:00:00,2024-12-27 00:00:00,2023-12-26 00:00:00,,,,,,,,投标增量,,,,20,20,,,,,2024-12-27 00:00:00,5,5,5,5,20,50,50,50,50,50,50,0,0,0,0,0,0,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,否,YXXS2023122000729,,,,,,,,,是,,,,,,EPCO,服务,委托运营,,EPCO模式,,,,,,,,,2023,Q3
448,否,潍坊市高新区全域道路保洁服务项目,1市场阶段,东部大区,潍坊区域公司,,C,环卫,",,",,执行中,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XS2024030700816,2024-03-16 00:00:00,,,,,2025-02-28 00:00:00,2024-03-16 00:00:00,,,,,,,,投标增量,,,,,,,,,,2025-02-28 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YXXS2024030700816,,,,,,,,,是,,,,,,,,,,,,,,,,,3,,2023,Q3
449,否,河南省焦作市沁阳市城乡一体化环卫项目,1市场阶段,东部大区,郑州业务区,,C,环卫,",,",,执行中,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XS2024052300986,,2024-06-28 00:00:00,2024-07-05 00:00:00,2024-09-27 00:00:00,2024-10-08 00:00:00,2024-10-31 00:00:00,2024-06-11 15:52:27,,,2024-10-11 00:00:00,,,,,投标增量,,,,6,6,,,,2024-10-11 00:00:00,2024-10-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,是,YXXS2024052300986,,,,,,,,,是,,,,,,其他,服务,委托运营,,,,,,,,,3,,2023,Q3
450,否,山西省临汾市霍州市环卫项目,1市场阶段,东部大区,晋临区域公司,,C,环卫,",,",,执行中,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XS2024052800995,,2024-08-05 00:00:00,2024-09-10 00:00:00,2024-09-23 00:00:00,2024-10-28 00:00:00,2024-11-25 00:00:00,2024-06-04 09:07:33,,,2024-11-04 00:00:00,,,,,投标增量,,,,6,8,,,,2024-11-04 00:00:00,2024-11-25 00:00:00,1,1,14,14,30,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,是,YXXS2024052800995,,,,,,,,,是,,,,,,OM,服务,委托运营,,,,,,,,,3,,2023,Q3
451,否,安国市污水厂及再生水厂TOT项目,3方案策划,北部大区,冀东区域公司,,A,污水,",,市政污水处理",,已暂停,0.5,1000,0,0,4000,0,6,6,6,5000,1.85,,,,,,,,,,,,,,,,,,,,,,,,,YXCSH2023001,2023-01-06 00:00:00,2023-04-25 00:00:00,2023-06-15 00:00:00,2023-07-20 00:00:00,2023-08-15 00:00:00,2023-08-30 00:00:00,2023-01-06 00:00:00,2023-05-10 00:00:00,,,,,,,投标增量,,,,8.48,14.31,,,,,2023-08-30 00:00:00,5.25,5.25,5.25,5.25,21,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YXCSH2023001,,,,,,,,,,,,,TOT,,,,,,无,,,,,,,,,2023,Q3
452,否,香河县三强污水特许经营项目,3方案策划,北部大区,三河区域公司,,A,污水,",,市政污水处理, 市政污水处理",,已暂停,0,35000,,0,2.8,,8,8,8,35000,,,,,,,,,,,,,,,,,,,,,,,,,,YXCSH2023008,2023-04-25 00:00:00,2023-05-12 00:00:00,2024-05-31 00:00:00,2024-07-31 00:00:00,2024-09-30 00:00:00,2024-12-31 00:00:00,2023-04-25 00:00:00,2023-05-15 00:00:00,,,,,,,投标增量,,,,8,10,,,,,2024-12-31 00:00:00,6,6,6,6,24,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,否,YXCSH2023008,,,,,,,,,否,,,,TOT,2类-存带增,,,,,,,,,,,,,,2023,Q3
453,否,东海县城南污水处理厂及配套管网工程PPP项目,3方案策划,东部大区,苏皖业务区,,,污水,",,市政污水处理",,执行中,1.9972,2596,0,1398,15978,0,3,2,2,19973.1,,,0,0,0,,0,0,0,,0,,,,,,,,,,,,,,,,2022-05-12 00:00:00,2022-10-08 00:00:00,,2023-05-31 00:00:00,,,2022-05-12 00:00:00,2022-10-04 00:00:00,,,,,北控水务（中国）投资有限公司,北控水务（中国）投资有限公司,投标增量,北控水务（中国）投资有限公司,20,65,7.48,11.54,否,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YXCSH2023010,,,,,,,,,是,,,,BOOT,,,,,,PPP模式,,,,,,,,,2023,Q3
454,否,鞍山清朗、清畅水务有限公司100%股权转让项目,5正式评审,北部大区,鞍山区域公司,,B,污水,",,市政污水处理",,已暂停,2.4,,,,,,23,23,18,,,,,,,,,,,,,,,,,,,,,,,,,,,YXCSH2023012,2022-03-21 00:00:00,2022-05-18 00:00:00,2022-04-24 00:00:00,,2022-11-28 00:00:00,2023-12-31 00:00:00,2022-03-21 00:00:00,2022-05-18 00:00:00,2022-04-24 00:00:00,,2022-11-28 00:00:00,,北控水务（中国）投资有限公司,,并购增量,,,,9.58,,否,,,,2023-12-31 00:00:00,20.125,20.125,20.125,20.125,80.5,,,,,,,,,,,,,0,,,,,,,,,,,,2000,2000,,,,,,,,,,,,,,,,,24000,12000,12000,,,,,,,,,,,,,,,,YXCSH2023012,,,,,,,,,,,,,并购,,,,,,,,,,,,,,,2023,Q3
455,否,大连旅顺新城污水项目收购,2立项策划,北部大区,东北业务区,,C,污水,",,市政污水处理",,执行中,2,,,,,,3,3,3,,,,,,,,,,,,,,,,,,,,,3,3,,,,0,,,,,,,,,,,,,,,,,,,,7,10,,,,,,2.5,2.5,2.5,2.5,10,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YXCSH2023013,,,,,,,,,是,,,,并购,,,,,,并购,,,,,,,,,2023,Q3
