,Status,Entity_Name,Current_Stage,Region,Regional_Company,Incorporated_Company,Project_Level,Format_1,Format_2,Investment,Project_Obtain,Total_Investment,WFCZ_Amount,QYRZ_Amount,ZFCZ_Amount,XMRZ_Amount,QTZJLY_Amount,WS_HTGM,WS_JQGM,WS_JQZTGM,WS_JQTZ,WS_XYSJ,GS_HTGM,GS_JQGM,GS_JQZTGM,GS_JQTZ,GS_YJGDGQBL,GS_XYSJ,GW_HTGM,GW_JQGM,GW_JQZTGM,GW_JQTZ,GW_KYXFWF,GW_JCQYFWFDJ,GW_YWFWFDJ,WN_HTGM,WN_JQGM,WN_JQZTGM,WN_JQTZ,WN_XYNJ,ZSS_HTGM,ZSS_JQGM,ZSS_JQZTGM,ZSS_JQTZ,ZSS_XYSJ,Other_GM,Clue,Time_YXXSJH,Time_LXJH,Time_FACHJH,Time_TBJH,Time_ZSPSJH,Time_HTQYJH,Time_YXXSSJWC,Time_LXSJWC,Time_FACHSJWC,Time_TBSJWC,Time_ZSPSSJWC,Time_HTQYSJWC,TZZT,TZZT_Description,Increment_Type,LHTQTR,ZCZBJBL,Total_CGB,QTZ,XMZYZJ,YN_JJTZ,HHJJ_CGBL,BEWG_CGBL,Time_ZB,Time_QY,Amount_TZ_Q1,Amount_TZ_Q2,Amount_TZ_Q3,Amount_TZ_Q4,Amount_TZ_Total,YJJNZCZBJ_M1,YJJNZCZBJ_M2,YJJNZCZBJ_M3,YJJNZCZBJ_M4,YJJNZCZBJ_M5,YJJNZCZBJ_M6,YJJNZCZBJ_M7,YJJNZCZBJ_M8,YJJNZCZBJ_M9,YJJNZCZBJ_M10,YJJNZCZBJ_M11,YJJNZCZBJ_M12,YJJNZCZBJ_Total,ZRKZFJH_M1,ZRKZFJH_M2,ZRKZFJH_M3,ZRKZFJH_M4,ZRKZFJH_M5,ZRKZFJH_M6,ZRKZFJH_M7,ZRKZFJH_M8,ZRKZFJH_M9,ZRKZFJH_M10,ZRKZFJH_M11,ZRKZFJH_M12,ZRKZFJH_Total,Amount_BZJ,ZFZTDW,Time_YJZF,Time_YJHS,Amount_CZKS_Total,JSQFKKS_Q1,JSQFKKS_Q2,JSQFKKS_Q3,JSQFKKS_Q4,JSQFKKS_Total,JSQFKZJLY_TotalAmount,JSQFKZJLY_WFCZ,JSQFKZJLY_QYRZ,JSQFKZJLY_ZFCZ,JSQFKZJLY_XMJK,JSQFKZJLY_QT,GZKZJLY_TotalAmount,GZKZJLY_WFCZ,GZKZJLY_QYRZ,GZKZJLY_ZFCZ,GZKZJLY_XMJK,GZKZJLY_QT,Time_GCKG,Time_WGYS,Time_ZSY,Amount_TPNKXMZTZ,Amount_YLFZB,TXJYQ,HTBDGM,Price_DS,Cost_DS,Amount_QTFDS_Revenue,Amount_QTFDS_Cost,Projects_Launched_Year,Entity_Investment,TXKZJLY_TotalAmount,TXKZJLY_WFCZ,TXKZJLY_QYRZ,TXKZJLY_ZFCZ,TXKZJLY_XMJK,TXKZJLY_QT,BG_Amount,YN_ZRQHPT,YN_QZC,WN_HTSR,GLHT_DWQC,GLHT_CGBL,Heavy_Asset_Investment_Model,Classification_of_Heavy_Assets,Light_Asset_Investment_Model,Light_Asset_Business_Model,Secondary_Service_Model,Secondary_Product_Model,Model_Description,Construction_Type,RENEWAL,CON_SIZE,REC_SIZE,ROE,ANN_CONT_REV,OPE_PERIOD,PRP_SOURCE,Year,Scenario
138,计划,河北省邢台市南宫市地表水厂二期项目,1市场阶段,北部大区,邢台区域公司,,D,供水,",,",,,,,,,,,,,,,,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-30 00:00:00,,,,,,,,,,,,,,,,,,,2024-09-30 00:00:00,3.75,3.75,3.75,0,11.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XS2023112100560,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,Q3
139,计划,广西壮族自治区贺州市江南污水处理厂,1市场阶段,南部大区,南部大区,,D,污水,",,",,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-31 00:00:00,,,,,,,,,,,,,,,,,,,2024-12-31 00:00:00,4.5,4.5,4.5,4.5,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XS2023110700009,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,Q3
140,计划,永州市冷水滩区河东污水处理厂委托运营项目,1市场阶段,南部大区,永州区域公司,,D,污水,",,",,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-31 00:00:00,,,,,,,,,,,,,,,,,,,2024-12-31 00:00:00,3,5,4,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XS2023111600456,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,Q3
141,计划,湖北省孝感市安陆市西城新区污水厂EPC+O项目,1市场阶段,南部大区,武汉城市代表处（停）,,D,污水,",,",,,0.00,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-01 00:00:00,,,,,,,,,,,,,,,,,,,2024-11-01 00:00:00,3,3,2,1,9,0,0,0,0,0,0,0,0,0,0,100,100,200,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XS2023111300422,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,Q3
142,计划,福安市管网委托运维项目,1市场阶段,南部大区,福州区域公司,,D,管网,",,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01 00:00:00,,,,,,,,,,,,,,,,,,,2024-04-01 00:00:00,2,2,2,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XS2023112000540,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,Q3
143,计划,湖北省武汉市东西湖区豹澥污水厂二期委托运维项目,1市场阶段,南部大区,武汉城市代表处（停）,,D,污水,",,",,,0.00,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-01 00:00:00,,,,,,,,,,,,,,,,,,,2024-11-01 00:00:00,9,9,9,6,33,0,0,0,0,0,0,0,0,0,0,100,100,200,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XS2023111000409,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,Q3
144,计划,济南市起步区绿色循环产业园综合污水处理厂,1市场阶段,东部大区,济南区域公司,,D,污水,",,",,,,,,,,,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-30 00:00:00,,,,,,,,,,,,,,,,,,,2024-11-30 00:00:00,2,3,4,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XS2023112000529,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,Q3
145,计划,山东省济南市起步区绿色循环产业园工业污水处理厂,1市场阶段,东部大区,济南区域公司,,D,污水,",,",,,,,,,,,8.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-31 00:00:00,,,,,,,,,,,,,,,,,,,2024-12-31 00:00:00,6,5,4,9,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XS2023112000513,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,Q3
146,计划,山东省东营市利津县再生水项目,1市场阶段,东部大区,滨州区域公司,,D,再生水,",,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,2024-11-01 00:00:00,,,,,,,,,,,,,,,,,,,2024-11-01 00:00:00,2,2,3,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XS2023112000525,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,Q3
147,计划,新野县城乡一体化供水项目,1市场阶段,东部大区,南阳区域公司,,D,供水,",,",,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-16 00:00:00,,,,,,,,,,,,,,,,,,,2024-04-16 00:00:00,5,5,5,6,21,0,0,0,0,100,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XS2023111300411,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,Q3
148,计划,广东省揭阳市榕城区空港经济区污水处理厂扩建工程EPCO项目,1市场阶段,南部大区,深汕惠区域公司,,D,污水,",,",,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-31 00:00:00,,,,,,,,,,,,,,,,,,,2024-12-31 00:00:00,1.5,1.5,1.5,1.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XS2023111700477,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,Q3
149,计划,广东省江门市新会区七堡污水处理厂项目,1市场阶段,南部大区,南部大区,,D,污水,",,",,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-30 00:00:00,,,,,,,,,,,,,,,,,,,2024-09-30 00:00:00,10.005,10.005,10.005,10.005,40.02,8.34,8.34,8.34,8.34,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XS2023111700505,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,Q3
150,计划,青岛蓝谷大任河污水处理厂扩建项目,1市场阶段,东部大区,青岛区域公司,,D,污水,",,",,,,,,,,,6.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-31 00:00:00,,,,,,,,,,,,,,,,,,,2024-12-31 00:00:00,6,6,6,0,18,0,0,0,0,0,0,0,0,0,0,0,200,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XS2023112100570,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,Q3
151,计划,四川省成都市彭州市第一污水处理厂中水回用项目,1市场阶段,西部大区,成都区域公司（停）,,D,再生水,",,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,2024-04-30 00:00:00,,,,,,,,,,,,,,,,,,,2024-04-30 00:00:00,4,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XS2023112000510,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,Q3
152,计划,辽宁省阜新市海州区,1市场阶段,北部大区,东北业务区,,D,污水,",,",,,0.34,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-30 00:00:00,,,,,,,,,,,,,,,,,,,2024-11-30 00:00:00,1.9,1.9,1.9,1.8,7.5,0,0,0,0,0,0,0,0,0,0,0,1020,1020,0,0,0,0,0,0,0,0,0,0,0,3400,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XS2023112100557,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,Q3
153,计划,成都市双流区公兴片区再生水项目,1市场阶段,西部大区,成都区域公司（停）,,D,再生水,",,",,,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,2024-11-30 00:00:00,,,,,,,,,,,,,,,,,,,2024-11-30 00:00:00,2,1.5,1,0,4.5,0,0,0,940,0,0,0,0,0,0,0,0,940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XS2023112100566,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,Q3
154,计划,河北省邢台市信都区,1市场阶段,北部大区,邢台区域公司,,D,"供水, 污泥",",,",,,0.11,,,,,,,,,,,19,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,2024-03-29 00:00:00,,,,,,,,,,,,,,,,,,,2024-03-29 00:00:00,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XS2023112100559,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,Q3
155,计划,河北省秦皇岛市北戴河新区污水处理厂提标扩建工程,1市场阶段,北部大区,秦皇岛区域公司,,D,污水,",,",,,0.35,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-31 00:00:00,,,,,,,,,,,,,,,,,,,2024-12-31 00:00:00,4,4,4,3,15,0,0,0,0,0,0,0,0,0,0,0,1000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XS2023112200571,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,Q3
156,否,海口市长流片区排水“厂网一体化”项目,1市场阶段,南部大区,海口城市代表处（停）,,D,"污水, 排水管网（污水管/雨水管/雨污合流流管/泵站）",",,",,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-30 00:00:00,,,,,,,,,,,,,,,,,,,2024-11-30 00:00:00,3.75,3.75,3.75,3.75,15,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,3000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XS2023112100553,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,Q3
157,否,宜宾菜坝污水处理厂项目,1市场阶段,西部大区,宜宾区域公司,,D,污水,",,",,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-01-31 00:00:00,,,,,,,,,,,,,,,,,,,2025-01-31 00:00:00,4.5,4.5,4.5,4.5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XS2023112100568,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,Q3
158,否,平果市城镇污水处理系统工程,1市场阶段,南部大区,南部大区,,D,污水,",,",,,0.90,,,,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-30 00:00:00,,,,,,,,,,,,,,,,,,,2024-11-30 00:00:00,3.1,3.1,3.1,3,12.3,0,0,0,0,0,0,0,0,0,0,0,1125,1125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XS2023110700020,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,Q3
159,否,四川省宜宾市叙州区南岸污水处理厂技改项目（排口改建）,1市场阶段,西部大区,宜宾区域公司,,D,"污水, 排水管网（污水管/雨水管/雨污合流流管/泵站）",",,",,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01 00:00:00,,,,,,,,,,,,,,,,,,,2024-07-01 00:00:00,1,1,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XS2023112100565,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,Q3
160,否,福建省泉州市清濛污水处理厂技改项目,1市场阶段,南部大区,厦漳泉区域公司,,D,污水,",,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30 00:00:00,,,,,,,,,,,,,,,,,,,2024-06-30 00:00:00,2,2,1,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XS2023112300601,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,Q3
161,否,盘锦唐家污水处理厂委托运营项目,1市场阶段,北部大区,盘锦区域公司,,D,污水,",,",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-31 00:00:00,,,,,,,,,,,,,,,,,,,2024-12-31 00:00:00,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XS2023112200578,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,Q3
162,否,河北省廊坊市三河市燕郊西污水厂三期扩建工程,1市场阶段,北部大区,三河区域公司,,D,污水,",,",,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-25 00:00:00,,,,,,,,,,,,,,,,,,,2024-12-25 00:00:00,0,0,10,5,15,0,0,0,0,0,0,0,0,0,0,0,3600,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XS2023112300610,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,Q3
163,否,辽宁省营口市鲅鱼圈区熊岳污水厂二期项目,1市场阶段,北部大区,东北业务区,,D,污水,",,",,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-31 00:00:00,,,,,,,,,,,,,,,,,,,2024-12-31 00:00:00,2,2,2,3,9,0,0,0,0,0,0,0,0,0,0,0,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XS2023112200591,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,Q3
164,否,辽宁省营口市鲅鱼圈区污水厂三期建设项目,1市场阶段,北部大区,东北业务区,,D,污水,",,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-31 00:00:00,,,,,,,,,,,,,,,,,,,2024-12-31 00:00:00,3.75,3.75,3.75,3.75,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XS2023112200590,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,Q3
165,否,黑龙江省大庆市大同区污水处理厂,1市场阶段,北部大区,大庆区域公司,,D,污水,",,",,,,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-31 00:00:00,,,,,,,,,,,,,,,,,,,2024-12-31 00:00:00,1,1,1,1.2,4.2,0,0,0,0,0,0,0,0,0,0,0,1200,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XS2023112100558,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,Q3
166,否,河北省唐山市曹妃甸区,1市场阶段,北部大区,河北业务区,,D,供水,",,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30 00:00:00,,,,,,,,,,,,,,,,,,,2024-06-30 00:00:00,9,9,9,9,36,0,0,0,0,0,1414.1,0,0,0,0,0,0,1414.1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XS2023112200582,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,Q3
167,否,汤河子经济开发区污水厂,1市场阶段,北部大区,锦州区域公司,,D,污水,",,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-31 00:00:00,,,,,,,,,,,,,,,,,,,2024-12-31 00:00:00,0.825,0.825,0.825,0.825,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XS2023112200589,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,Q3
168,否,河北省邢台市南宫市水司项目合作,1市场阶段,北部大区,邢台区域公司,,D,供水,",,",,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-10 00:00:00,,,,,,,,,,,,,,,,,,,2024-12-10 00:00:00,3,3,3,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XS2023112300599,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,Q3
169,否,内蒙古自治区呼和浩特市和林格尔县,1市场阶段,北部大区,内蒙古业务区,,D,污水,",,",,,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-30 00:00:00,,,,,,,,,,,,,,,,,,,2024-09-30 00:00:00,0.8,0.8,0.8,0,2.4,0,0,0,0,0,0,0,0,0,100,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XS2023112200587,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,Q3
170,否,四川省宜宾市长宁县城市生活污水处理厂,1市场阶段,西部大区,宜宾区域公司,,D,污水,",,",,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-01 00:00:00,,,,,,,,,,,,,,,,,,,2024-09-01 00:00:00,2.25,2.25,2.25,2.25,9,0,0,0,0,0,0,0,0,200,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XS2023111600470,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,Q3
171,否,四川省宜宾市兴文县经开区供排水一体化项目,1市场阶段,西部大区,西部大区,,D,污水,",,",,,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-01 00:00:00,,,,,,,,,,,,,,,,,,,2024-06-01 00:00:00,5,5,5,4.5,19.5,0,0,0,0,0,500,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XS2023110800402,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,Q3
172,否,眉山高新技术产业园区供水委托运营项目,1市场阶段,西部大区,成都区域公司（停）,,D,供水,",,",,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30 00:00:00,,,,,,,,,,,,,,,,,,,2024-06-30 00:00:00,7,8,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XS2023112000543,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,Q3
173,否,成都市双流区公兴二期项目,1市场阶段,西部大区,成都区域公司（停）,,D,污水,",,",,,3.47,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-30 00:00:00,,,,,,,,,,,,,,,,,,,2024-11-30 00:00:00,4,4,4,3,15,0,0,0,0,0,0,0,0,0,0,8000,0,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XS2023110700272,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,Q3
174,否,宜宾一曼污水处理厂,1市场阶段,西部大区,宜宾区域公司,,D,污水,",,",,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-01 00:00:00,,,,,,,,,,,,,,,,,,,2024-11-01 00:00:00,3.75,3.75,3.75,3.75,15,0,0,0,0,0,0,0,0,0,0,500,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XS2023112100569,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,Q3
175,否,江门市蓬江区城乡排水设施完善工程,1市场阶段,南部大区,江门区域公司,,D,排水管网（污水管/雨水管/雨污合流流管/泵站）,",,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-30 00:00:00,,,,,,,,,,,,,,,,,,,2024-09-30 00:00:00,10.005,10.005,10.005,10.005,40.02,8.34,8.34,8.34,8.34,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XS2023111700507,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,Q3
176,否,皖江江南新兴产业集中区起步区中水回用工程DBO项目,1市场阶段,东部大区,南京区域公司,,D,再生水,",,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,2024-07-10 00:00:00,,,,,,,,,,,,,,,,,,,2024-07-10 00:00:00,2,2,2,0,6,0,0,0,0,0,0,100,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XS2023112300603,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,Q3
177,计划,山西省太原市龙城污水处理厂工程,1市场阶段,东部大区,太原管理中心,北控水务（中国）投资有限公司,D,污水,"制水,销售经营类ToB,市政污水处理",,执行中,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2024-02-29 00:00:00,2024-04-01 00:00:00,2024-08-01 00:00:00,2024-09-11 00:00:00,2024-12-31 00:00:00,,2024-01-01 00:00:00,2024-01-01 00:00:00,2024-01-01 00:00:00,2024-01-01 00:00:00,2024-01-01 00:00:00,北控水务（中国）投资有限公司,,非投标增量,,0,0,0,0,否,,,2024-01-01 00:00:00,2024-12-31 00:00:00,25,25,10,0,60,0,0,0,0,0,0,0,386,0,0,0,0,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-07-03 00:00:00,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2025-03-01 00:00:00,2025-12-31 00:00:00,2026-01-01 00:00:00,0,0,0,0,0,0,0,0,否,XS2023112200586,0,0,0,0,0,0,,否,,0,,,,,,,,,,,,,,,,1,,2023,Q3
178,否,平邑县东城污水处理厂,3方案策划,东部大区,临沂区域公司,,B,污水,",,市政污水处理, 市政污水处理",,已暂停,0,0,0,0,0,0,6,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-17 00:00:00,,,2023-08-02 00:00:00,,,,,,,投标增量,,,,0,0,,,,,,4.5,4.5,4.5,4.5,18,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,无,2023-11-28 00:00:00,,,,,,,,,,,,,,,,,,,,2024-06-17 00:00:00,2024-12-17 00:00:00,2024-12-18 00:00:00,,,,,,,,,否,YXCSH2023009,,,,,,,,否,是,,,,TOT,2类-存带增,OM,服务,委托运营,,,,,,,,,30,,2023,Q3
